NEWST	NAME	ROLE	TITLE	POSITION	DURATION	DAYS	SUB_COUNT	TOTAL_VIEWS	TOPICS	Beautiful	OK	Funny	Unconvincing	Fascinating	Informative	Ingenious	Persuasive	Inspiring	Courageous	Obnoxious	Confusing	Longwinded	Jaw-dropping	Role_refine
p.6-4	Chip Kidd	Graphic designer	The art of first impressions — in design and life	TEDSalon NY2015	18:57	2015-05	26	1,543,163	Internet,Business,Crime,Economics,Privacy,Shopping,Social media,,	50	130	371	28	136	172	86	59	179	5	25	17	45	3	Art
p.6-5	Roxane Gay	Writer	Confessions of a bad feminist	TEDWomen 2015	11:28	2015-05	28	1,201,591	Activism,Gender,Global issues,Humanity,Inequality,Women,,	170	28	133	34	100	81	22	78	472	288	30	15	10	1	Humanist
p.6-6	Joey Alexander	Jazz pianist	An 11-year-old prodigy performs old-school jazz 	TED2015	6:28	2015-03	39	1,751,355	Astronomy,Big bang,Physics,Science,Space,Universe,,	607	82	8	7	303	6	43	2	289	9	3	7	20	279	Art
p.6-7	LaToya Ruby Frazier	Photographer	A visual history of inequality in industrial America	TED2015	5:03	2015-03	27	1,014,354	Cooperation,Leadership,Productivity,Work,,	5	55	0	34	24	121	10	44	40	57	12	45	7	13	Art
p.6-8	Steve Silberman	Writer and editor	The forgotten history of autism	TED2015	13:48	2015-03	29	1,252,568	Disaster relief,Engineering,Natural disaster,Robots,Technology,,	227	72	7	61	259	847	33	279	242	59	13	10	32	13	Humanist
p.6-9	Margaret Heffernan	Management thinker	Why it's time to forget the pecking order at work	TEDWomen 2015	15:47	2015-05	28	1,656,670	Vaccines,Ebola,Economics,Global issues,Health,Medicine,Public health,Science,,	331	61	53	23	361	653	153	356	1128	135	6	9	18	45	Management
p.6-10	Rana el Kaliouby	Computer scientist	This app knows how you feel — from the look on your face	TEDWomen 2015	11:04	2015-05	25	1,256,772	Biology,Birds,Consciousness,Life,Physics,,	45	87	57	19	297	317	149	31	168	32	15	8	12	26	Science
p.6-11	Lee Mokobe	Poet	A powerful poem about what it feels like to be transgender	TEDWomen 2015	4:21	2015-05	31	968,284	Art,Collaboration,Creativity,,	250	18	6	7	60	35	15	34	347	318	19	14	6	28	Humanist
p.6-12	Donald Hoffman	Cognitive scientist	Do we see reality as it is? 	TED2015	21:50	2015-03	27	1,872,144	TED Fellows,Government,Security,Technology,,	60	63	83	74	770	398	124	152	240	42	16	91	57	144	Science
p.6-13	Sarah Jones	Polymorphic playwright	One woman, five characters, and a sex lesson from the future	TED2015	25:28:00	2015-03	16	1,330,321	Bioethics,Aging,Brain,Medical research,Neuroscience,Science,,	82	87	368	23	137	89	269	39	74	71	12	11	29	36	Art
p.6-14	Suki Kim	Writer	This is what it's like to go undercover in North Korea	TED2015	12:32	2015-03	34	2,222,931	Art,Data,Design,Visualizations,,	278	92	13	41	252	488	11	37	346	493	28	24	13	93	Humanist
p.6-15	Linda Cliatt-Wayman	High school principal	How to fix a broken school? Lead fearlessly, love hard	TEDWomen 2015	17:07	2015-05	29	1,274,592	Autism spectrum disorder,Communication,Empathy,Neuroscience,Science,,	311	36	29	8	207	139	24	182	1347	541	5	6	12	125	Public
p.6-16	Trevor Aaronson	Journalist	How this FBI strategy is actually creating US-based terrorists	TED2015	9:22	2015-03	22	1,138,008	Health,Medicine,Science,,	13	39	10	58	121	430	10	82	3	232	17	12	1	179	Media
p.6-17	Tony Fadell	Product creator	The first secret of design is ... noticing	TED2015	16:41	2015-03	25	1,456,372	TED Fellows,Art,War,,	152	129	92	33	129	368	71	110	487	34	7	13	54	9	Art
p.6-18	Laura Schulz	Cognitive scientist	The surprisingly logical minds of babies	TED2015	20:18	2015-03	24	1,409,006	United States,Culture,Race,,	141	39	82	17	276	348	66	59	133	6	0	14	23	47	Science
p.6-19	Bill Gross	Idea guy	The single biggest reason why startups succeed	TED2015	6:40	2015-03	37	2,439,329	Middle East,TED Fellows,Global issues,Politics,Terrorism,Violence,,	102	171	7	77	172	1445	68	325	565	23	4	10	7	12	Management
p.6-20	Jimmy Nelson	Last tribes photographer	Gorgeous portraits of the world's vanishing people	TEDGlobal 2014	17:18	2014-10	26	1,215,207	Evolution,History,Human origins,Humanity,Storytelling,,	373	33	71	7	269	66	33	9	358	34	9	8	40	30	Art
p.6-21	Sara Seager	Exoplanet expert	The search for planets beyond our solar system	TED2015	16:14	2015-03	26	1,250,704	TED Fellows,Art,Arts,Culture,Language,Poetry,Street art,,	65	50	10	15	278	373	62	29	161	22	9	9	26	16	Science
p.6-22	Yassmin Abdel-Magied	Mechanical engineer, social advocate	What does my headscarf mean to you?	TEDxSouthBank	14:01	2014-12	28	1,501,549	TEDx,Community,Education,Online video,,	277	72	145	70	255	469	44	384	984	230	44	28	42	37	Science
p.6-23	Jeffrey Brown	Pastor	How we cut youth violence in Boston by 79 percent	TED2015	18:03	2015-03	20	974,693	Gender,Peace,Religion,Women,,	108	46	17	9	69	173	21	240	626	190	0	1	25	16	Religion
p.6-24	Chris Burkard	Surf photographer	The joy of surfing in ice-cold water	TED2015	9:42	2015-03	29	1,531,621	Culture,Humanity,Social media,Society,Technology,,	340	47	38	12	347	19	14	11	537	315	10	3	13	118	Art
p.6-25	Esther Perel	Relationship therapist	Rethinking infidelity ... a talk for anyone who has ever loved	TED2015	21:31	2015-03	31	5,209,927	Biology,Insects,Science,Sex,,	341	117	244	48	1749	1990	285	717	1371	605	14	29	34	259	Humanist
p.6-26	Steven Wise	Animal rights lawyer	Chimps have feelings and thoughts. They should also have rights	TED2015	14:17	2015-03	25	958,718	TED Fellows,Art,Brain,Cancer,Science,,	55	38	12	27	109	155	34	137	185	70	11	11	26	6	Public
p.6-27	Cosmin Mihaiu	Physical therapy entrepreneur	Physical therapy is boring — play a game instead	TED2015	5:57	2015-03	29	1,232,582	Culture,Love,Photography,,	101	76	42	17	59	178	281	65	186	18	4	11	16	7	Management
p.6-28	Martine Rothblatt	Transhumanist	My daughter, my wife, our robot, and the quest for immortality	TED2015	21:04	2015-03	21	1,116,727	Culture,Decision-making,Morality,Society,Storytelling,Women,,	78	6	4	12	200	45	22	2	190	77	9	14	15	122	Humanist
p.6-29	The Lady Lifers	Inmates	A moving song from women in prison for life	TEDxMuncyStatePrison	9:36	2014-11	28	1,218,769	Slavery,Consumerism,Crime,Economics,Work,,	353	41	1	34	58	78	9	45	211	273	13	13	9	55	Public
p.6-30	Roman Mars	Digital storyteller	Why city flags may be the worst-designed thing you've never noticed	TED2015	18:18	2015-03	20	2,918,995	TEDx,Activism,Identity,Morality,,	116	111	575	19	328	453	89	159	257	8	17	11	29	20	Science
p.6-31	Elora Hardy	Sustainable designer	Magical houses, made of bamboo	TED2015	10:17	2015-03	31	2,413,158	Culture,Policy,Society,,	964	53	14	5	423	248	451	43	914	33	11	7	5	182	Art
p.6-32	Anand Varma	Photographer	The first 21 days of a bee’s life	TED2015	6:06	2015-03	35	1,971,063	Children,Global issues,Violence,Women,,	298	87	10	15	366	404	53	67	87	6	3	7	2	27	Art
p.6-33	Dawn Landes	Singer-songwriter	A song for my hero, the woman who rowed into a hurricane	TED2015	9:26	2015-03	25	1,041,044	Math,Sports,Technology,Visualizations,,	187	75	10	5	227	27	6	14	161	106	1	0	2	14	Art
p.6-34	Tal Danino	Synthetic biologist	Programming bacteria to detect cancer (and maybe treat it)	TED2015	4:11	2015-03	32	1,070,099	Peace,War,Women,,	70	28	2	4	202	219	140	24	170	7	1	13	12	74	Science
p.6-35	Bill T. Jones	Cellist	The dancer, the singer, the cellist ... and a moment of creative magic	TED2015	6:26	2015-03	35	1,114,449	Health,Health care,Medical research,Medicine,Science,,	728	96	21	24	193	3	93	10	229	27	18	47	11	30	Art
p.6-36	Abe Davis	Computer scientist	New video technology that reveals an object's hidden properties	TED2015	17:57	2015-03	23	1,255,552	Global issues,Inequality,Peace,Women,,	35	28	17	1	476	193	346	14	375	2	6	4	13	329	Science
p.7-1	Pamela Ronald	Plant geneticist	The case for engineering our food	TED2015	17:49	2015-03	24	1,351,233	Economics,Environment,Oceans,,	32	40	14	168	132	497	41	250	158	68	37	16	17	4	Science
p.7-2	Alice Goffman	Urban sociologist	How we're priming some kids for college — and others for prison	TED2015	16:04	2015-03	26	1,290,131	Cars,Technology,Transportation,,	134	92	6	81	99	609	34	280	791	619	22	10	27	86	Humanist
p.7-3	Sophie Scott	Neuroscientist, stand-up comic	Why we laugh	TED2015	17:04	2015-03	32	2,068,316	Disease,Health,Medicine,Public health,,	81	102	646	9	283	407	49	32	117	8	31	10	40	16	Science
p.7-4	Greg Gage	Neuroscientist	How to control someone else's arm with your brain	TED2015	5:52	2015-03	33	3,881,524	TED Books,Books,Creativity,Design,Literature,,	88	93	462	7	888	508	393	45	372	96	4	14	14	486	Science
p.7-5	Nick Bostrom	Philosopher	What happens when our computers get smarter than we are?	TED2015	16:31	2015-03	28	1,870,632	Feminism,Identity,Women,,	21	107	22	58	251	470	80	152	224	96	13	32	53	66	Humanist
p.7-6	Nizar Ibrahim	Paleontologist	How we unearthed the Spinosaurus	TEDYouth 2014	6:02	2014-11	32	852,356	Entertainment,Jazz,Live music,Music,Performance,,	25	52	4	7	102	204	6	7	51	7	0	1	4	13	Science
p.7-7	Clint Smith	Poet, teacher	How to raise a black son in America	TED2015	5:12	2015-03	33	1,621,444	TED Fellows,Arts,Creativity,Environment,Inequality,Photography,Social change,,	585	57	9	28	298	263	36	182	765	643	22	10	13	106	Humanist
p.7-8	Chris Milk	Immersive storyteller	How virtual reality can create the ultimate empathy machine	TED2015	10:16	2015-03	27	1,305,973	Autism spectrum disorder,Cognitive science,Culture,History,,	154	75	26	19	227	120	89	54	361	42	1	5	5	23	Humanist
p.7-9	Jedidah Isler	Astrophysicist	How I fell in love with quasars, blazars and our incredible universe	TED2015	4:19	2015-03	32	943,912	TED Books,Business,Leadership,Life,Work,,	93	128	13	22	155	206	12	7	162	9	4	16	9	18	Science
p.7-10	Gary Haugen	Human rights attorney	The hidden reason for poverty the world needs to address now	TED2015	22:08	2015-03	29	1,510,467	Compassion,Computers,Psychology,Technology,,	173	32	7	43	170	713	34	640	867	424	12	6	25	199	Public
p.7-11	Nathalie Cabrol	Planetary explorer	How Mars might hold the secret to the origin of life	TED2015	16:02	2015-03	25	1,006,282	Gender spectrum,TED Fellows,Transgender,Gender,Poetry,Spoken word,,	13	45	0	20	147	227	20	53	77	4	5	8	15	6	Explorer
p.7-12	Paul Tudor Jones II	Investor	Why we need to rethink capitalism	TED2015	9:51	2015-03	27	1,567,950	Cognitive science,Science,,	20	104	3	104	84	331	39	320	328	235	32	20	8	35	Management
p.7-13	Takaharu Tezuka	Architect	The best kindergarten you’ve ever seen	TEDxKyoto	9:47	2014-09	38	3,427,813	Culture,Future,Humor,Performance,Sex,,	509	90	613	18	580	229	636	168	1205	87	12	14	29	50	Science
p.7-14	Kailash Satyarthi	Children’s rights activist	How to make peace? Get angry	TED2015	18:29	2015-03	28	1,079,168	Education,Politics,,	108	48	10	6	103	51	14	90	449	272	5	5	19	14	Public
p.7-15	Barat Ali Batoor	Photojournalist	My desperate journey with a human smuggler	TEDxSydney	10:37	2014-04	27	960,015	Education,Leadership,Poverty,,	27	22	12	5	23	144	9	23	107	228	0	3	11	39	Media
p.7-16	Fred Jansen	Space explorer	How to land on a comet	TED2015	17:47	2015-03	25	966,446	TED Fellows,United States,Government,Terrorism,Violence,,	73	20	27	0	238	129	77	1	136	31	0	8	2	66	Explorer
p.7-17	Dan Ariely	Behavioral economist	How equal do we want the world to be? You'd be surprised	TED2015	8:53	2015-03	34	1,554,435	Design,Product design,Technology,,	14	165	13	48	164	600	40	214	100	13	7	37	13	43	Management
p.7-18	Eduardo Sáenz de Cabezón	Math educator	Math is forever	TEDxRiodelaPlata	9:41	2014-10	23	1,307,539	Brain,Children,Cognitive science,Mind,Science,Youth,,	153	61	544	7	232	263	239	62	280	7	2	13	1	19	Science
p.7-19	Bel Pesce	Entrepreneur	5 ways to kill your dreams	TEDGlobal 2014	6:11	2014-10	43	4,021,062	Business,Creativity,Technology,,	849	485	534	115	371	430	115	455	2721	221	36	31	43	14	Management
p.7-20	Bill Gates	Philanthropist	The next outbreak? We’re not ready	TED2015	8:32	2015-03	36	1,992,617	Culture,Photography,,	58	126	26	29	66	795	31	345	313	77	11	2	17	38	Public
p.7-21	Boniface Mwangi		The day I stood up alone	TEDGlobal 2014	7:20	2014-10	33	1,178,753	Planets,Astronomy,Science,Space,,	123	22	13	3	31	101	4	69	478	511	2	3	4	23	Art
p.7-22	Kevin Rudd	International relations expert 	Are China and the US doomed to conflict?	TED2015	20:01	2015-03	22	1,331,324	TEDx,Activism,Culture,Religion,Women,,	36	80	37	30	106	322	10	162	292	140	26	10	33	12	Profession
p.7-23	Daniel Kish	Perceptual navigation specialist	How I use sonar to navigate the world	TED2015	13:03	2015-03	23	1,001,181	Faith,Peace,Social change,Violence,Youth,,	55	18	24	4	218	148	38	8	291	88	1	1	3	57	Public
p.7-24	Alison Killing	Architect	There’s a better way to die, and architecture can help	TEDGlobal 2014	4:39	2014-10	39	1,124,150	Creativity,Oceans,Photography,Travel,,	85	131	13	22	121	197	36	89	165	44	6	8	5	6	Science
p.7-25	Dame Stephanie Shirley	Entrepreneur and philanthropist	Why do ambitious women have flat heads?	TED2015	13:39	2015-03	28	1,650,773	Culture,Love,Relationships,Sex,,	449	53	373	5	312	132	26	71	1186	445	5	14	13	40	Management
p.7-26	Theaster Gates	Artist, potter, community builder	How to revive a neighborhood: with imagination, beauty and art	TED2015	16:52	2015-03	20	879,372	Animals,Culture,Law,,	158	20	11	2	100	169	81	52	482	100	0	4	13	10	Art
p.7-27	Dave Isay	Story collector	Everyone around you has a story the world needs to hear	TED2015	21:38	2015-03	28	1,230,278	TED Fellows,Demo,Gaming,Health,Software,,	767	42	21	4	143	128	162	106	950	211	10	12	14	36	Media
p.7-28	Anand Giridharadas	Author	A tale of two Americas. And the mini-mart where they collided	TED2015	19:23	2015-03	18	1,112,484	Gender spectrum,Transgender,Biotech,Creativity,Identity,Love,Medicine,Robots,Technology,,	264	35	6	22	197	283	22	258	612	294	11	7	12	50	Humanist
p.7-29	Fei-Fei Li	Computer scientist	How we're teaching computers to understand pictures	TED2015	17:58	2015-03	23	1,451,404	Music,Prison,,	122	160	35	17	370	379	179	29	428	18	9	7	12	70	Science
p.7-30	Monica Lewinsky	Social activist	The price of shame	TED2015	22:26	2015-03	36	7,766,952	Cities,Design,Government,Humor,Product design,,	1322	275	121	157	481	1977	171	1617	4307	7371	165	50	132	261	Public
p.7-31	Joseph DeSimone	Chemist, inventor	What if 3D printing was 100x faster?	TED2015	10:45	2015-03	26	2,129,209	Architecture,Design,Sustainability,,	41	43	14	14	428	551	523	43	257	18	4	11	4	350	Science
p.7-32	David Eagleman	Neuroscientist	Can we create new senses for humans?	TED2015	20:34	2015-03	31	1,408,004	Bees,Nature,Photography,,	72	51	40	16	1084	414	861	52	479	30	11	11	6	618	Science
p.7-33	Robyn Stein DeLuca	Psychologist	The good news about PMS	TEDxSBU	14:44	2014-11	22	1,124,942	Adventure,Music,,	16	63	8	61	73	432	15	156	137	49	30	16	44	22	Humanist
p.7-34	Vincent Cochetel	Humanitarian	I was held hostage for 317 days. Here's what I thought about…	TEDxPlaceDesNations	19:47	2014-12	25	1,105,768	TED Fellows,Bacteria,Biology,Cancer,Health,,	124	23	6	3	199	155	1	82	437	565	12	5	3	115	Public
p.7-35	Linda Hill	Management professor	How to manage for collective creativity	TEDxCambridge	17:17	2014-09	23	1,710,415	TED Fellows,Dance,Entertainment,Live music,Music,Performance,,	43	145	9	31	162	426	88	166	516	29	3	7	30	16	Management
p.7-36	Shimpei Takahashi	Toy designer	Play this game to come up with original ideas	TEDxTokyo	5:40	2013-05	28	1,350,590	Computers,Software,Technology,,	23	99	293	50	109	164	178	49	272	16	13	24	8	4	Art
p.8-1	Ismael Nazario	Prison reform advocate	What I learned as a kid in jail	TEDxNewYork	11:23	2014-11	24	1,272,624	Agriculture,Food,Global issues,Sustainability,,	78	47	12	31	97	258	10	116	369	321	3	9	5	24	Public
p.8-2	Marc Kushner	Architect	Why the buildings of the future will be shaped by ... you	TED2014	18:05	2014-03	31	1,810,978	Crime,Culture,Inequality,Prison,Race,Violence,,	375	108	65	57	446	370	205	175	578	39	21	18	45	25	Science
p.8-3	Sangu Delle	Investor	In praise of macro — yes, macro — finance in Africa	TEDGlobal 2014	5:53	2014-10	26	833,498	Cognitive science,Humor,Neuroscience,Science,,	67	32	21	25	17	87	20	52	78	39	4	4	2	7	Management
p.8-4	Ilona Szabó de Carvalho	Policy reformer	4 lessons I learned from taking a stand against drugs and gun violence	TEDGlobal 2014	13:38	2014-10	23	1,074,411	TED Fellows,Brain,Demo,Neuroscience,Science,,	49	17	3	49	31	149	27	71	190	133	13	9	9	4	Public
p.8-5	Andy Yen	Secure email developer	Think your email's private? Think again	TEDGlobal 2014	12:09	2014-10	33	1,447,928	AI,Future,Philosophy,Technology,,	31	75	12	50	179	743	198	212	145	61	7	13	21	14	Science
p.8-6	Harry Baker	Poet	A love poem for lonely prime numbers	TEDxExeter	13:58	2014-02	17	1,155,668	TED Fellows,TEDYouth,Adventure,Ancient world,Dinosaurs,Paleontology,,	471	33	350	2	191	7	168	4	266	38	12	9	4	75	Humanist
p.8-7	Topher White	Conservation technologist	What can save the rainforest? Your used cell phone	TEDxCERN	9:30	2014-09	29	1,116,482	Education,Inequality,Poetry,Race,Social change,Spoken word,,	70	62	17	9	188	191	453	80	341	140	3	1	10	28	Science
p.8-8	Jon Gosier	Investor, data scientist, entrepreneur	The problem with "trickle-down techonomics"	TEDGlobal 2014	6:04	2014-10	24	657,308	Entertainment,Film,Humanity,Innovation,Storytelling,Technology,,	5	60	3	31	28	175	6	107	70	22	3	7	5	5	Science
p.8-9	Helder Guimarães	Magician	A magical search for a coincidence	TED2014	13:11	2014-03	28	1,604,594	TED Fellows,Astronomy,Physics,Science,,	95	96	287	35	322	19	173	19	83	18	15	25	39	259	Art
p.8-10	Ben Wellington	Data scientist	How we found the worst place to park in New York City — using big data	TEDxNewYork	11:48	2014-11	19	938,113	Inequality,Poverty,Violence,,	8	73	42	11	77	266	63	111	87	10	3	12	18	3	Science
p.8-11	Romina Libster	Medical researcher	The power of herd immunity	TEDxRiodelaPlata	14:41	2014-11	19	590,734	Planets,Exploration,Microbiology,Space,,	1	24	15	88	22	108	4	55	39	8	148	75	11	3	Science
p.8-12	Khalida Brohi	Women’s rights activist and entrepreneur	How I work to protect women from honor killings	TEDGlobal 2014	18:13	2014-10	27	1,093,592	Investment,Money,Philanthropy,,	114	31	16	3	67	97	42	28	383	370	2	2	5	18	Management
p.8-13	Rob Knight	Microbial ecologist	How our microbes make us who we are	TED2014	17:24	2014-02	29	1,285,855	TEDx,Architecture,Children,Design,Education,Play,Youth,,	33	29	14	3	650	720	147	129	109	10	4	16	7	206	Science
p.8-14	James A. White Sr.	Consultant	The little problem I had renting a house	TEDxColumbus	13:53	2014-11	23	1,166,333	Activism,Peace,Social change,,	139	43	21	12	48	155	7	146	618	359	6	4	8	35	Management
p.8-15	Angelo Vermeulen	Space researcher, biologist, artist	How to go to space, without having to go to space	TEDGlobal 2014	7:04	2014-10	25	1,037,656	Global issues,Immigration,Photography,,	17	105	20	28	67	139	22	8	66	47	3	16	8	4	Science
p.8-16	Laura Boushnak	Photographer	For these women, reading is a daring act	TEDGlobal 2014	5:05	2014-10	38	723,480	Rocket science,Science,Space,Technology,,	134	52	16	6	53	168	6	17	269	132	4	1	13	4	Art
p.8-17	Nadine Burke Harris	Pediatrician	How childhood trauma affects health across a lifetime	TEDMED 2014	15:59	2014-09	26	1,984,787	Behavioral economics,Economics,Inequality,Psychology,,	122	41	10	15	598	1766	228	628	929	341	3	10	15	443	Profession
p.8-18	Guy Winch	Psychologist, author	Why we all need to practice emotional first aid	TEDxLinnaeusUniversity	17:24	2014-11	33	3,436,697	TEDx,Humor,Math,,	1060	106	224	13	1089	3316	238	1467	9130	414	7	8	34	251	Humanist
p.8-19	Hannah Fry	Complexity theorist	The mathematics of love	TEDxBinghamtonUniversity	17:02	2014-04	35	3,536,675	TED Fellows,Entrepreneur,Innovation,Life,,	232	201	989	115	681	723	228	164	253	23	23	32	42	29	Science
p.8-20	Kenneth Shinozuka	Smart product inventor	My simple invention, designed to keep my grandfather safe	TEDYouth 2014	5:46	2014-11	32	1,408,004	TED Brain Trust,Disaster relief,Disease,Ebola,Global issues,Medicine,War,,	65	82	17	12	116	195	355	46	362	40	4	3	14	14	Science
p.8-21	Ricardo Semler	Organizational changemaker	How to run a company with (almost) no rules 	TEDGlobal 2014	21:42	2014-10	27	2,125,474	TED Fellows,Activism,Art,Corruption,Photography,,	150	47	244	13	788	195	577	283	2218	457	4	25	11	141	Profession
p.8-22	Jaap de Roode	Biologist	How butterflies self-medicate	TEDYouth 2014	6:15	2014-11	30	983,093	Asia,United States,China,Politics,,	46	71	7	36	167	211	41	33	61	7	3	9	6	9	Science
p.8-23	Brian Dettmer		Old books reborn as art	TEDYouth 2014	6:06	2014-11	33	1,056,549	Senses,Disability,Fear,Mind,,	328	41	11	12	336	60	181	9	179	8	18	5	7	73	Art
p.8-24	Tom Wujec	Designer	Got a wicked problem? First, tell me how you make toast	TEDGlobal 2013	9:01	2013-06	27	2,115,063	TED Fellows,Architecture,Cities,Death,Design,,	28	130	155	42	340	647	364	206	427	17	2	10	31	33	Art
p.8-25	Ben Ambridge	Psychologist	10 myths about psychology, debunked	TEDxYouth@Manchester	14:55	2014-11	27	2,106,826	Entrepreneur,Philanthropy,Software,Technology,Women,Women in business,,	25	247	124	175	214	667	35	148	40	16	85	88	99	5	Humanist
p.8-26	Bruce Aylward	Epidemiologist	Humanity vs. Ebola. How we could win a terrifying war	TEDxPlaceDesNations	19:11	2014-12	23	801,944	Architecture,Art,Arts,Cities,Design,Environment,Urban planning,,	7	16	3	8	22	171	4	40	60	21	3	3	12	4	Science
p.8-27	Zeynep Tufekci	Techno-sociologist	Online social change: easy to organize, hard to win	TEDGlobal 2014	16:14	2014-10	21	1,003,474	TED Prize,United States,History,Journalism,Storytelling,,	31	161	15	23	70	178	9	112	151	24	19	18	30	3	Science
p.8-28	Bassam Tariq	Creative spirit	The beauty and diversity of Muslim life	TEDGlobal 2014	4:38	2014-10	35	1,259,421	Crime,History,Immigration,Inequality,Storytelling,,	225	74	55	77	79	141	21	33	347	186	31	36	12	9	Public
p.8-29	Khadija Gbla	Cross-cultural consultant	My mother’s strange definition of empowerment	TEDxCanberra	18:40	2014-10	24	987,328	AI,Photography,Sight,Technology,,	51	11	95	6	27	275	5	122	294	495	8	1	15	76	Management
p.8-30	Severine Autesserre	Peace and conflict researcher	To solve mass violence, look to locals	TEDGlobal 2014	16:01	2014-10	17	724,606	Communication,Media,Social media,Suicide,Technology,,	25	36	7	15	151	145	27	155	271	59	6	40	28	8	Public
p.8-31	Miguel Nicolelis	Neuroscientist	Brain-to-brain communication has arrived. How we did it	TEDGlobal 2014	18:57	2014-10	25	1,164,356	Demo,Design,Technology,,	117	29	13	11	436	232	175	21	444	46	9	8	45	223	Science
p.8-32	Morgana Bailey	Human resources professional	The danger of hiding who you are	TED@State Street London	10:22	2014-11	33	2,392,159	Senses,Brain,Technology,,	557	171	16	85	57	156	6	126	756	1023	70	16	35	7	Management
p.8-33	Joe Madiath	Social entrepreneur	Better toilets, better life	TEDGlobal 2014	12:07	2014-10	23	944,752	TEDx,Depression,Psychology,Women,,	26	57	33	2	37	114	28	54	160	49	2	7	1	16	Management
p.8-34	Sarah Bergbreiter	Microroboticist	Why I make robots the size of a grain of rice	TEDYouth 2014	6:06	2014-11	29	1,380,471	TEDx,Global issues,Peace,War,,	21	47	11	26	216	264	153	10	136	3	5	3	14	48	Science
p.8-35	Matthieu Ricard	Monk, author, photographer	How to let altruism be your guide	TEDGlobal 2014	16:07	2014-10	30	1,593,122	Business,Collaboration,Creativity,Leadership,,	278	43	51	12	165	292	31	195	793	77	5	6	3	9	Art
p.8-36	Cristina Domenech	Poet and educator	Poetry that frees the soul	TEDxRiodelaPlata	12:37	2014-10	24	641,526	TEDx,Creativity,Design,Gaming,Toy,,	285	16	3	4	57	16	9	14	265	109	3	1	6	13	Humanist
p.9-1	Robert Muggah	Megacities expert	How to protect fast-growing cities from failing	TEDGlobal 2014	14:48	2014-10	21	866,978	TEDx,Activism,Cities,Crime,Prison,Social change,Violence,Youth,,	45	41	26	17	174	180	230	132	222	79	2	10	8	168	Profession
p.9-2	Robert Swan	Polar explorer	Let's save the last pristine continent	TEDGlobal 2014	16:02	2014-10	23	921,835	TED Books,Architecture,Design,Social media,,	96	22	15	16	63	73	2	58	222	94	10	7	16	35	Explorer
p.9-3	Navi Radjou	Innovation strategist	Creative problem-solving in the face of extreme limits	TEDGlobal 2014	16:25	2014-10	21	1,432,418	Africa,TED Fellows,Economics,Entrepreneur,Investment,,	32	60	15	32	239	378	279	116	371	31	1	5	27	23	Management
p.9-4	Tasso Azevedo	Forester and sustainability activist	Hopeful lessons from the battle to save rainforests	TEDGlobal 2014	15:16	2014-10	23	830,434	Brazil,Guns,Global issues,Policy,Violence,,	24	27	14	6	20	200	5	86	125	23	4	4	15	7	Public
p.9-5	Fredy Peccerelli	Forensic anthropologist	A forensic anthropologist who brings closure for the "disappeared"	TEDYouth 2014	8:40	2014-11	27	665,330	Internet,Communication,Privacy,Security,Technology,Web,,	8	53	0	1	64	145	10	20	75	123	0	1	6	37	Science
p.9-6	Aziz Abu Sarah	Entrepreneur + educator	For more tolerance, we need more ... tourism?	TED2014	4:37	2014-03	39	1,127,775	Humor,Math,Poetry,Spoken word,,	191	73	37	13	66	96	38	90	430	155	12	11	1	6	Management
p.9-7	Daniele Quercia	Map researcher	Happy maps	TED@BCG Berlin	7:20	2014-11	33	1,849,194	Climate change,Environment,Technology,Trees,,	422	73	78	20	290	171	256	141	701	20	3	2	8	7	Science
p.9-8	Asha de Vos	Protector of whales	Why you should care about whale poo	TEDGlobal 2014	5:45	2014-10	30	1,134,140	TED Fellows,Inequality,Technology,,	110	42	19	6	80	315	5	120	183	17	1	3	7	11	Public
p.9-9	Michael Rubinstein	Research scientist, Google	See invisible motion, hear silent sounds	TEDxBeaconStreet	13:18	2014-11	30	1,816,949	Entertainment,Illusion,Magic,,	122	54	192	3	826	345	918	15	544	17	4	8	12	835	Science
p.9-10	Erin McKean	Dictionary editor	Go ahead, make up new words!	TEDYouth 2014	6:52	2014-11	34	1,357,471	New York,TEDx,Cities,Data,Infrastructure,Statistics,Technology,,	65	86	512	18	134	189	92	62	262	15	10	9	9	11	Management
p.9-11	Mundano	Graffiti artist + activist	Pimp my ... trash cart?	TEDGlobal 2014	5:22	2014-10	34	916,267	Health,Health care,Illness,Medicine,Virus,,	134	51	61	16	90	106	99	25	232	120	1	0	4	12	Art
p.9-12	Bruno Torturra	Livestreaming activist	Got a smartphone? Start broadcasting	TEDGlobal 2014	13:35	2014-10	21	1,212,398	Middle East,Activism,Education,Feminism,Violence,Women,,	22	59	10	26	35	184	42	37	142	137	8	18	22	10	Public
p.9-13	Carol Dweck	Psychologist	The power of believing that you can improve	TEDxNorrkoping	10:20	2014-11	40	4,140,613	TED Books,Biology,Health,,	649	243	32	65	420	1112	170	571	2125	134	53	28	97	49	Humanist
p.9-14	Jeremy Howard	Data scientist	The wonderful and terrifying implications of computers that can learn	TEDxBrussels	19:45	2014-12	25	1,700,595	TEDx,Inequality,Race,Social change,Society,,	47	55	12	24	567	651	128	144	165	11	7	17	26	310	Science
